name,mass,year,lat,lng,recclass,group,fall,id
Lewis Cliff 88014,466.5,1988,-84.2774,161.6404,H5,Stony,Found,13768
Lewis Cliff 88015,528.2,1988,-84.2833,161.0833,L6,Stony,Found,13769
Lewis Cliff 88016,308.0,1988,-84.251,161.4033,L6,Stony,Found,13770
Lewis Cliff 88017,263.9,1988,-84.244,161.425,L6,Stony,Found,13771
Lewis Cliff 88018,215.1,1988,-84.2879,161.3226,L6,Stony,Found,13772
Lewis Cliff 88019,238.0,1988,-84.2322,161.5782,H4,Stony,Found,13773
Lewis Cliff 88020,107.3,1988,-84.232,161.5765,H4,Stony,Found,13774
Lewis Cliff 88021,731.0,1988,-84.2668,161.3367,H4,Stony,Found,13775
Lewis Cliff 88022,1274.3,1988,-84.2497,161.3836,H5,Stony,Found,13776
Lewis Cliff 88023,8.0,1988,-84.2833,161.0833,"Iron, ungrouped",Iron,Found,13777
Lewis Cliff 88024,23.1,1988,-84.2516,161.399,H5,Stony,Found,13778
Lewis Cliff 88025,31.4,1988,-84.2469,161.5294,H5,Stony,Found,13779
Lewis Cliff 88026,9.0,1988,-84.2508,161.402,H5,Stony,Found,13780
Lewis Cliff 88027,10.9,1988,-84.2467,161.4611,H5,Stony,Found,13781
Lewis Cliff 88028,6.7,1988,-84.2513,161.4013,H6,Stony,Found,13782
Lewis Cliff 88029,10.6,1988,-84.2367,161.5276,H5,Stony,Found,13783
Lewis Cliff 88030,35.2,1988,-84.2435,161.4167,H5,Stony,Found,13784
Lewis Cliff 88031,6.1,1988,-84.2437,161.4189,L6,Stony,Found,13785
Lewis Cliff 88032,11.2,1988,-84.2469,161.4595,L5,Stony,Found,13786
Lewis Cliff 88033,1.9,1988,-84.2461,161.4638,L3.3,Stony,Found,13787
Lewis Cliff 88034,7.3,1988,-84.2515,161.3935,H5,Stony,Found,13788
Lewis Cliff 88035,6.1,1988,-84.2508,161.4032,H5,Stony,Found,13789
Lewis Cliff 88036,4.1,1988,-84.2515,161.3975,H5,Stony,Found,13790
Lewis Cliff 88037,3.8,1988,-84.2454,161.4699,H5,Stony,Found,13791
Lewis Cliff 88038,4.2,1988,-84.2455,161.5005,L6,Stony,Found,13792
Lewis Cliff 88039,14.9,1988,-84.2438,161.4243,L6,Stony,Found,13793
Lewis Cliff 88040,10.6,1988,-84.251,161.4047,H5,Stony,Found,13794
Lewis Cliff 88041,9.2,1988,-84.2463,161.4676,L6,Stony,Found,13795
Lewis Cliff 88042,7.0,1988,-84.2453,161.4241,H6,Stony,Found,13796
Lewis Cliff 88043,8.3,1988,-84.2433,161.4258,L6,Stony,Found,13797
Lewis Cliff 88044,7.9,1988,-84.2471,161.4543,L5,Stony,Found,13798
Lewis Cliff 88045,3.6,1988,-84.2457,161.4447,H6,Stony,Found,13799
Lewis Cliff 88046,5.5,1988,-84.2455,161.4339,H5,Stony,Found,13800
Lewis Cliff 88047,6.8,1988,-84.2479,161.4783,H5,Stony,Found,13801
Lewis Cliff 88048,3.9,1988,-84.2462,161.475,H6,Stony,Found,13802
Lewis Cliff 88049,1.9,1988,-84.2432,161.424,L6,Stony,Found,13803
Lewis Cliff 88050,6.2,1988,-84.2509,161.4039,H6,Stony,Found,13804
Lewis Cliff 88051,7.2,1988,-84.2517,161.4035,H5,Stony,Found,13805
Lewis Cliff 88052,0.5,1988,-84.2451,161.449,H5,Stony,Found,13806
Lewis Cliff 88053,6.3,1988,-84.2508,161.3948,H5,Stony,Found,13807
Lewis Cliff 88054,6.1,1988,-84.2517,161.3956,H5,Stony,Found,13808
Lewis Cliff 88055,1.7,1988,-84.2459,161.4444,"Iron, ungrouped",Iron,Found,13809
Lewis Cliff 88056,3.0,1988,-84.2515,161.3986,L6,Stony,Found,13810
Lewis Cliff 88057,8.4,1988,-84.2463,161.4527,H5,Stony,Found,13811
Lewis Cliff 88058,66.7,1988,-84.2451,161.4914,L6,Stony,Found,13812
Lewis Cliff 88059,10.8,1988,-84.2517,161.4015,L6,Stony,Found,13813
Lewis Cliff 88060,24.6,1988,-84.2429,161.4264,L6,Stony,Found,13814
Lewis Cliff 88061,2.3,1988,-84.2458,161.4396,L6,Stony,Found,13815
Lewis Cliff 88062,8.9,1988,-84.2472,161.4791,H5,Stony,Found,13816
Lewis Cliff 88063,22.8,1988,-84.2454,161.4505,L6,Stony,Found,13817
Lewis Cliff 88064,28.9,1988,-84.2453,161.4061,H5,Stony,Found,13818
Lewis Cliff 88065,9.1,1988,-84.2447,161.4151,H5,Stony,Found,13819
Lewis Cliff 88066,7.5,1988,-84.244,161.432,L6,Stony,Found,13820
Lewis Cliff 88067,11.5,1988,-84.2527,161.4154,L6,Stony,Found,13821
Lewis Cliff 88068,8.0,1988,-84.245,161.4183,L4,Stony,Found,13822
Lewis Cliff 88069,3.5,1988,-84.245,161.4075,L6,Stony,Found,13823
Lewis Cliff 88070,5.5,1988,-84.2454,161.4515,H6,Stony,Found,13824
Lewis Cliff 88071,8.3,1988,-84.2527,161.4133,H6,Stony,Found,13825
Lewis Cliff 88072,32.6,1988,-84.2527,161.4195,H6,Stony,Found,13826
Lewis Cliff 88073,3.2,1988,-84.2449,161.4142,L6,Stony,Found,13827
Lewis Cliff 88074,2.2,1988,-84.2531,161.3901,H6,Stony,Found,13828
Lewis Cliff 88075,6.9,1988,-84.2454,161.4475,L6,Stony,Found,13829
Lewis Cliff 88076,4.2,1988,-84.2449,161.4236,H6,Stony,Found,13830
Lewis Cliff 88077,20.6,1988,-84.245,161.4066,H6,Stony,Found,13831
Lewis Cliff 88078,9.7,1988,-84.2455,161.4201,L5,Stony,Found,13832
Lewis Cliff 88079,7.0,1988,-84.2441,161.4211,H5,Stony,Found,13833
Lewis Cliff 88080,11.0,1988,-84.2527,161.3889,H5,Stony,Found,13834
Lewis Cliff 88081,11.5,1988,-84.2521,161.3978,H5,Stony,Found,13835
Lewis Cliff 88082,27.2,1988,-84.2529,161.3942,L6,Stony,Found,13836
Lewis Cliff 88083,7.9,1988,-84.2451,161.405,H6,Stony,Found,13837
Lewis Cliff 88084,36.2,1988,-84.2528,161.4048,H6,Stony,Found,13838
Lewis Cliff 88085,7.3,1988,-84.2451,161.4174,H5,Stony,Found,13839
Lewis Cliff 88086,4.4,1988,-84.2447,161.4296,H6,Stony,Found,13840
Lewis Cliff 88087,14.3,1988,-84.2524,161.4025,L6,Stony,Found,13841
Lewis Cliff 88088,25.5,1988,-84.2449,161.4124,H5,Stony,Found,13842
Lewis Cliff 88089,7.7,1988,-84.2522,161.4095,L5,Stony,Found,13843
Lewis Cliff 88090,7.8,1988,-84.2523,161.4172,H6,Stony,Found,13844
Lewis Cliff 88091,3.5,1988,-84.2527,161.3895,H5,Stony,Found,13845
Lewis Cliff 88092,11.9,1988,-84.2522,161.3837,H5,Stony,Found,13846
Lewis Cliff 88093,3.8,1988,-84.2521,161.4056,H5,Stony,Found,13847
Lewis Cliff 88094,12.3,1988,-84.2526,161.3956,H6,Stony,Found,13848
Lewis Cliff 88095,11.9,1988,-84.2528,161.3846,H6,Stony,Found,13849
Lewis Cliff 88096,5.2,1988,-84.2526,161.4065,H5,Stony,Found,13850
Lewis Cliff 88097,9.1,1988,-84.2526,161.4057,H5,Stony,Found,13851
Lewis Cliff 88098,12.3,1988,-84.2523,161.3971,L6,Stony,Found,13852
Lewis Cliff 88099,7.0,1988,-84.2519,161.4008,H5,Stony,Found,13853
Lewis Cliff 88100,21.6,1988,-84.2511,161.4063,H6,Stony,Found,13854
Lewis Cliff 88102,10.9,1988,-84.2526,161.3695,H6,Stony,Found,13855
Lewis Cliff 88103,3.8,1988,-84.2352,161.4795,L6,Stony,Found,13856
Lewis Cliff 88104,11.9,1988,-84.2468,161.4221,H6,Stony,Found,13857
Lewis Cliff 88105,9.5,1988,-84.2528,161.3775,H5,Stony,Found,13858
Lewis Cliff 88106,19.6,1988,-84.2553,161.4016,H6,Stony,Found,13859
Lewis Cliff 88107,9.0,1988,-84.2554,161.4022,H5,Stony,Found,13860
Lewis Cliff 88108,12.6,1988,-84.277,161.353,L5,Stony,Found,13861
Lewis Cliff 88109,19.8,1988,-84.2525,161.3807,L5,Stony,Found,13862
Lewis Cliff 88110,33.7,1988,-84.2516,161.3783,H6,Stony,Found,13863
Lewis Cliff 88111,25.2,1988,-84.2745,161.4085,H5,Stony,Found,13864
Lewis Cliff 88112,9.9,1988,-84.2524,161.3711,L4,Stony,Found,13865
Lewis Cliff 88113,7.4,1988,-84.2745,161.4025,L6,Stony,Found,13866
Lewis Cliff 88114,9.3,1988,-84.2533,161.4076,H5,Stony,Found,13867
Lewis Cliff 88115,17.0,1988,-84.2533,161.3946,H5,Stony,Found,13868
Lewis Cliff 88116,73.1,1988,-84.2515,161.3678,H5,Stony,Found,13869
Lewis Cliff 88117,7.1,1988,-84.2532,161.3943,H5,Stony,Found,13870
Lewis Cliff 88118,11.1,1988,-84.2518,161.3751,L6,Stony,Found,13871
Lewis Cliff 88119,39.4,1988,-84.2524,161.3572,H6,Stony,Found,13872
Lewis Cliff 88120,32.1,1988,-84.2517,161.3666,H5,Stony,Found,13873
Lewis Cliff 88121,15.6,1988,-84.2528,161.3734,H3.4,Stony,Found,13874
Lewis Cliff 88122,8.3,1988,-84.2758,161.4107,H5,Stony,Found,13875
Lewis Cliff 88123,3.8,1988,-84.2526,161.3658,L6,Stony,Found,13876
Lewis Cliff 88124,4.3,1988,-84.2545,161.3827,LL6,Stony,Found,13877
Lewis Cliff 88125,23.4,1988,-84.2528,161.3747,L6,Stony,Found,13878
Lewis Cliff 88126,3.8,1988,-84.2747,161.4081,H5,Stony,Found,13879
Lewis Cliff 88127,8.8,1988,-84.253,161.4031,H5,Stony,Found,13880
Lewis Cliff 88128,3.4,1988,-84.2678,161.4083,H6,Stony,Found,13881
Lewis Cliff 88129,17.9,1988,-84.2343,161.605,H6,Stony,Found,13882
Lewis Cliff 88130,4.9,1988,-84.2505,161.4421,H5,Stony,Found,13883
Lewis Cliff 88131,4.5,1988,-84.2772,161.384,H6,Stony,Found,13884
Lewis Cliff 88132,7.1,1988,-84.2833,161.0833,H5,Stony,Found,13885
Lewis Cliff 88133,3.5,1988,-84.2419,161.4389,L5,Stony,Found,13886
Lewis Cliff 88134,5.7,1988,-84.2453,161.3897,L6,Stony,Found,13887
Lewis Cliff 88135,16.0,1988,-84.2649,161.3628,EL6,Stony,Found,13888
Lewis Cliff 88136,34.6,1988,-84.2465,161.3956,H6,Stony,Found,13889
Lewis Cliff 88137,26.1,1988,-84.2455,161.402,H4,Stony,Found,13890
Lewis Cliff 88138,6.2,1988,-84.2455,161.4112,H5,Stony,Found,13891
Lewis Cliff 88139,5.1,1988,-84.2745,161.4071,L6,Stony,Found,13892
Lewis Cliff 88140,10.4,1988,-84.2459,161.3998,H5,Stony,Found,13893
Lewis Cliff 88141,4.9,1988,-84.2455,161.4176,H6,Stony,Found,13894
Lewis Cliff 88142,6.6,1988,-84.2455,161.4055,H6,Stony,Found,13895
Lewis Cliff 88143,53.4,1988,-84.2455,161.4158,H5,Stony,Found,13896
Lewis Cliff 88144,18.8,1988,-84.2466,161.3858,H6,Stony,Found,13897
Lewis Cliff 88145,3.4,1988,-84.2457,161.4283,H5,Stony,Found,13898
Lewis Cliff 88146,5.0,1988,-84.2454,161.4121,L3.6,Stony,Found,13899
Lewis Cliff 88147,19.7,1988,-84.2465,161.3977,H5,Stony,Found,13900
Lewis Cliff 88148,4.4,1988,-84.2455,161.4109,H5,Stony,Found,13901
Lewis Cliff 88149,1.5,1988,-84.2754,161.4096,H5,Stony,Found,13902
Lewis Cliff 88150,3.7,1988,-84.2748,161.409,H5,Stony,Found,13903
Lewis Cliff 88151,5.9,1988,-84.2461,161.4019,H5,Stony,Found,13904
Lewis Cliff 88152,2.9,1988,-84.2754,161.4117,H6,Stony,Found,13905
Lewis Cliff 88153,1.0,1988,-84.275,161.4092,H5,Stony,Found,13906
Lewis Cliff 88154,1.5,1988,-84.2758,161.4111,H6,Stony,Found,13907
Lewis Cliff 88155,19.7,1988,-84.2427,161.424,H5,Stony,Found,13908
Lewis Cliff 88156,32.0,1988,-84.2491,161.3839,H4,Stony,Found,13909
Lewis Cliff 88157,22.1,1988,-84.2518,161.3901,H5,Stony,Found,13910
Lewis Cliff 88158,35.1,1988,-84.2479,161.3768,H5,Stony,Found,13911
Lewis Cliff 88159,32.8,1988,-84.2627,161.3498,H5,Stony,Found,13912
Lewis Cliff 88160,21.1,1988,-84.2509,161.417,H5,Stony,Found,13913
Lewis Cliff 88161,22.0,1988,-84.2507,161.4008,H4,Stony,Found,13914
Lewis Cliff 88162,29.1,1988,-84.2375,161.4345,H5,Stony,Found,13915
Lewis Cliff 88163,79.1,1988,-84.2473,161.3794,H4,Stony,Found,13916
Lewis Cliff 88164,74.2,1988,-84.2379,161.4609,L6,Stony,Found,13917
Lewis Cliff 88165,52.3,1988,-84.2377,161.4591,L6,Stony,Found,13918
Lewis Cliff 88166,26.4,1988,-84.2483,161.3796,H6,Stony,Found,13919
Lewis Cliff 88167,59.1,1988,-84.2509,161.3778,H5,Stony,Found,13920
Lewis Cliff 88168,23.0,1988,-84.2479,161.379,H4,Stony,Found,13921
Lewis Cliff 88169,100.8,1988,-84.2493,161.4937,L6,Stony,Found,13922
Lewis Cliff 88170,14.9,1988,-84.2495,161.4933,L5,Stony,Found,13923
Lewis Cliff 88171,21.4,1988,-84.2393,161.4438,H5,Stony,Found,13924
Lewis Cliff 88172,20.0,1988,-84.237,161.4376,H5,Stony,Found,13925
Lewis Cliff 88173,51.3,1988,-84.2421,161.4246,H5,Stony,Found,13926
Lewis Cliff 88174,103.8,1988,-84.2486,161.3674,H4,Stony,Found,13927
Lewis Cliff 88175,111.3,1988,-84.2382,161.4387,L3.4,Stony,Found,13928
Lewis Cliff 88176,7.5,1988,-84.2508,161.4139,LL3.6,Stony,Found,13929
Lewis Cliff 88177,83.8,1988,-84.2424,161.4486,L6,Stony,Found,13930
Lewis Cliff 88178,55.4,1988,-84.2836,161.3329,L6,Stony,Found,13931
Lewis Cliff 88179,18.6,1988,-84.2466,161.4056,H6,Stony,Found,13932
Lewis Cliff 88180,46.5,1988,-84.2386,161.4562,EH5,Stony,Found,13933
Lewis Cliff 88181,34.7,1988,-84.2512,161.3838,H5,Stony,Found,13934
Lewis Cliff 88182,53.0,1988,-84.2839,161.3721,L6,Stony,Found,13935
Lewis Cliff 88183,17.5,1988,-84.2716,161.3611,H6,Stony,Found,13936
Lewis Cliff 88184,47.6,1988,-84.2871,161.3339,L5,Stony,Found,13937
Lewis Cliff 88185,45.5,1988,-84.2818,161.392,L5,Stony,Found,13938
Lewis Cliff 88186,47.1,1988,-84.2833,161.3295,H6,Stony,Found,13939
Lewis Cliff 88187,35.4,1988,-84.2753,161.359,L6,Stony,Found,13940
Lewis Cliff 88188,45.1,1988,-84.272,161.366,L6,Stony,Found,13941
Lewis Cliff 88189,43.8,1988,-84.2829,161.3857,L6,Stony,Found,13942
Lewis Cliff 88190,131.3,1988,-84.2825,161.3775,L6,Stony,Found,13943
Lewis Cliff 88191,32.0,1988,-84.276,161.3718,H6,Stony,Found,13944
Lewis Cliff 88192,39.2,1988,-84.2825,161.3873,L5,Stony,Found,13945
Lewis Cliff 88193,37.5,1988,-84.2718,161.3645,H5,Stony,Found,13946
Lewis Cliff 88194,20.5,1988,-84.2798,161.3489,L5,Stony,Found,13947
Lewis Cliff 88195,45.1,1988,-84.2769,161.3543,L6,Stony,Found,13948
Lewis Cliff 88196,36.2,1988,-84.2716,161.3651,L6,Stony,Found,13949
Lewis Cliff 88197,48.0,1988,-84.2779,161.3423,H6,Stony,Found,13950
Lewis Cliff 88198,71.7,1988,-84.2806,161.3378,H6,Stony,Found,13951
Lewis Cliff 88199,69.0,1988,-84.2882,161.3678,H5,Stony,Found,13952
Lewis Cliff 88200,56.0,1988,-84.2338,161.5809,H5,Stony,Found,13953
Lewis Cliff 88201,46.4,1988,-84.2815,161.3328,Ureilite,Stony,Found,13954
Lewis Cliff 88202,36.4,1988,-84.2764,161.3931,H5,Stony,Found,13955
Lewis Cliff 88203,30.9,1988,-84.2483,161.3965,H5,Stony,Found,13956
Lewis Cliff 88204,21.3,1988,-84.248,161.4166,L5,Stony,Found,13957
Lewis Cliff 88205,44.0,1988,-84.2507,161.3796,H5,Stony,Found,13958
Lewis Cliff 88206,34.4,1988,-84.2881,161.3744,H5,Stony,Found,13959
Lewis Cliff 88207,21.3,1988,-84.2479,161.3902,H5,Stony,Found,13960
Lewis Cliff 88208,30.5,1988,-84.2511,161.4365,L5,Stony,Found,13961
Lewis Cliff 88209,17.8,1988,-84.2512,161.3852,H5,Stony,Found,13962
Lewis Cliff 88210,60.9,1988,-84.2875,161.3769,L6,Stony,Found,13963
Lewis Cliff 88211,33.4,1988,-84.2466,161.4381,L6,Stony,Found,13964
Lewis Cliff 88212,47.5,1988,-84.243,161.5235,H5,Stony,Found,13965
Lewis Cliff 88213,34.3,1988,-84.2471,161.3911,H5,Stony,Found,13966
Lewis Cliff 88214,76.5,1988,-84.2505,161.3868,H5,Stony,Found,13967
Lewis Cliff 88215,29.8,1988,-84.2498,161.3773,H6,Stony,Found,13968
Lewis Cliff 88216,13.1,1988,-84.2498,161.4238,L6,Stony,Found,13969
Lewis Cliff 88217,13.5,1988,-84.2426,161.4653,L6,Stony,Found,13970
Lewis Cliff 88218,37.0,1988,-84.251,161.406,H6,Stony,Found,13971
Lewis Cliff 88219,38.7,1988,-84.2512,161.376,H5,Stony,Found,13972
Lewis Cliff 88220,5.2,1988,-84.2863,161.3477,L6,Stony,Found,13973
Lewis Cliff 88221,20.4,1988,-84.2848,161.3344,L5,Stony,Found,13974
Lewis Cliff 88222,5.4,1988,-84.2351,161.462,L5,Stony,Found,13975
Lewis Cliff 88223,6.7,1988,-84.2825,161.356,H6,Stony,Found,13976
Lewis Cliff 88224,4.3,1988,-84.2341,161.436,H6,Stony,Found,13977
Lewis Cliff 88225,21.0,1988,-84.2324,161.4274,L6,Stony,Found,13978
Lewis Cliff 88226,9.8,1988,-84.2322,161.4473,L6,Stony,Found,13979
Lewis Cliff 88227,7.9,1988,-84.235,161.4634,L6,Stony,Found,13980
Lewis Cliff 88228,3.9,1988,-84.2393,161.4712,L4,Stony,Found,13981
Lewis Cliff 88229,3.4,1988,-84.235,161.4613,H6,Stony,Found,13982
Lewis Cliff 88230,8.8,1988,-84.2355,161.4409,H4,Stony,Found,13983
Lewis Cliff 88231,2.5,1988,-84.2359,161.4918,H6,Stony,Found,13984
Lewis Cliff 88232,6.0,1988,-84.2376,161.4298,LL6,Stony,Found,13985
Lewis Cliff 88233,12.8,1988,-84.2361,161.4957,H6,Stony,Found,13986
Lewis Cliff 88234,7.3,1988,-84.2348,161.4509,L6,Stony,Found,13987
Lewis Cliff 88236,9.1,1988,-84.238,161.426,H5,Stony,Found,13988
Lewis Cliff 88237,5.2,1988,-84.2346,161.4599,H6,Stony,Found,13989
Lewis Cliff 88238,4.3,1988,-84.2426,161.4795,H5,Stony,Found,13990
Lewis Cliff 88239,5.3,1988,-84.2375,161.493,H6,Stony,Found,13991
Lewis Cliff 88240,9.8,1988,-84.2332,161.4457,H6,Stony,Found,13992
Lewis Cliff 88242,5.1,1988,-84.2368,161.4651,H6,Stony,Found,13993
Lewis Cliff 88243,12.7,1988,-84.2821,161.3447,H5,Stony,Found,13994
Lewis Cliff 88244,3.9,1988,-84.2344,161.463,L5,Stony,Found,13995
Lewis Cliff 88245,6.3,1988,-84.2335,161.4478,L6,Stony,Found,13996
Lewis Cliff 88246,11.1,1988,-84.2348,161.4659,L4,Stony,Found,13997
Lewis Cliff 88247,10.5,1988,-84.2356,161.4224,H5,Stony,Found,13998
Lewis Cliff 88248,13.5,1988,-84.2348,161.4328,L6,Stony,Found,13999
Lewis Cliff 88249,4.2,1988,-84.241,161.4556,H5,Stony,Found,14000
Lewis Cliff 88250,5.5,1988,-84.2386,161.4276,H6,Stony,Found,14001
Lewis Cliff 88251,3.8,1988,-84.2423,161.4591,H4,Stony,Found,14002
Lewis Cliff 88252,1.8,1988,-84.2374,161.471,H6,Stony,Found,14003
Lewis Cliff 88253,20.4,1988,-84.2841,161.3496,H6,Stony,Found,14004
Lewis Cliff 88254,13.5,1988,-84.2353,161.4653,L3.4,Stony,Found,14005
Lewis Cliff 88255,3.8,1988,-84.2422,161.4596,L6,Stony,Found,14006
Lewis Cliff 88256,4.6,1988,-84.2374,161.5044,H6,Stony,Found,14007
Lewis Cliff 88257,9.4,1988,-84.2394,161.5034,L5,Stony,Found,14008
Lewis Cliff 88258,21.9,1988,-84.2833,161.3398,H5,Stony,Found,14009
Lewis Cliff 88259,22.1,1988,-84.2838,161.3497,L6,Stony,Found,14010
Lewis Cliff 88260,6.4,1988,-84.2418,161.4545,H6,Stony,Found,14011
Lewis Cliff 88261,17.6,1988,-84.2846,161.3385,L3.4,Stony,Found,14012
Lewis Cliff 88262,13.6,1988,-84.276,161.3404,H5,Stony,Found,14013
Lewis Cliff 88263,8.8,1988,-84.2838,161.344,L3.4,Stony,Found,14014
Lewis Cliff 88264,16.5,1988,-84.239,161.4239,H5,Stony,Found,14015
Lewis Cliff 88265,3.8,1988,-84.232,161.443,H5,Stony,Found,14016
Lewis Cliff 88266,16.8,1988,-84.2381,161.4209,H5,Stony,Found,14017
Lewis Cliff 88267,12.4,1988,-84.2349,161.4521,H6,Stony,Found,14018
Lewis Cliff 88268,2.7,1988,-84.238,161.5011,L6,Stony,Found,14019
Lewis Cliff 88269,7.6,1988,-84.2425,161.487,L5,Stony,Found,14020
Lewis Cliff 88270,9.3,1988,-84.279,161.427,H6,Stony,Found,14021
Lewis Cliff 88271,11.9,1988,-84.2861,161.338,L6,Stony,Found,14022
Lewis Cliff 88272,3.1,1988,-84.2377,161.4839,L6,Stony,Found,14023
Lewis Cliff 88273,4.1,1988,-84.2367,161.4473,L6,Stony,Found,14024
Lewis Cliff 88274,6.0,1988,-84.2387,161.4805,H5,Stony,Found,14025
Lewis Cliff 88275,11.7,1988,-84.2354,161.4627,L6,Stony,Found,14026
Lewis Cliff 88276,8.9,1988,-84.2318,161.458,H5,Stony,Found,14027
Lewis Cliff 88277,5.2,1988,-84.2365,161.4403,LL5,Stony,Found,14028
Lewis Cliff 88278,3.1,1988,-84.2841,161.3458,L6,Stony,Found,14029
Lewis Cliff 88279,11.6,1988,-84.2325,161.4376,L6,Stony,Found,14030
Lewis Cliff 88280,6.0,1988,-84.2824,161.359,Lodranite,Stony,Found,14031
Lewis Cliff 88281,9.7,1988,-84.2366,161.471,Ureilite,Stony,Found,14032
Lewis Cliff 88282,3.3,1988,-84.2375,161.4681,L6,Stony,Found,14033
Lewis Cliff 88283,8.1,1988,-84.2364,161.4511,H4,Stony,Found,14034
Lewis Cliff 88284,2.4,1988,-84.242,161.4539,L6,Stony,Found,14035
Lewis Cliff 88285,3.9,1988,-84.2367,161.47,L6,Stony,Found,14036
Lewis Cliff 88286,3.9,1988,-84.2429,161.4888,L3.5,Stony,Found,14037
Lewis Cliff 88287,10.0,1988,-84.2316,161.4313,H5,Stony,Found,14038
Lewis Cliff 88288,3.0,1988,-84.2405,161.4639,L6,Stony,Found,14039
Lewis Cliff 88289,16.0,1988,-84.2369,161.4827,H5,Stony,Found,14040
Lewis Cliff 88290,19.8,1988,-84.2363,161.4215,H6,Stony,Found,14041
Lewis Cliff 88291,24.2,1988,-84.2383,161.4235,H5,Stony,Found,14042
Lewis Cliff 88292,4.5,1988,-84.2351,161.4603,H6,Stony,Found,14043
Lewis Cliff 88293,19.9,1988,-84.2359,161.4195,H6,Stony,Found,14044
Lewis Cliff 88294,11.6,1988,-84.2409,161.4585,H5,Stony,Found,14045
Lewis Cliff 88295,1.3,1988,-84.2426,161.4834,H6,Stony,Found,14046
Lewis Cliff 88296,3.8,1988,-84.2865,161.3457,H6,Stony,Found,14047
Lewis Cliff 88297,20.0,1988,-84.2395,161.4746,H6,Stony,Found,14048
Lewis Cliff 88298,1.4,1988,-84.2783,161.4237,L6,Stony,Found,14049
Lewis Cliff 88299,27.0,1988,-84.238,161.4163,H5,Stony,Found,14050
Lewis Cliff 88300,86.1,1988,-84.2691,161.361,H5,Stony,Found,14051
Lewis Cliff 88301,29.8,1988,-84.2697,161.408,H6,Stony,Found,14052
Lewis Cliff 88302,57.5,1988,-84.2754,161.3393,H5,Stony,Found,14053
Lewis Cliff 88303,28.2,1988,-84.2702,161.4054,H4,Stony,Found,14054
Lewis Cliff 88304,30.2,1988,-84.2702,161.3682,L6,Stony,Found,14055
Lewis Cliff 88305,18.7,1988,-84.2881,161.3425,H6,Stony,Found,14056
Lewis Cliff 88306,52.0,1988,-84.2885,161.376,L6,Stony,Found,14057
Lewis Cliff 88307,43.6,1988,-84.2889,161.3327,H6,Stony,Found,14058
Lewis Cliff 88308,20.0,1988,-84.2695,161.4029,L5,Stony,Found,14059
Lewis Cliff 88309,30.9,1988,-84.2702,161.3487,H5,Stony,Found,14060
Lewis Cliff 88310,32.9,1988,-84.2515,161.3779,L6,Stony,Found,14061
Lewis Cliff 88311,23.8,1988,-84.2644,161.3929,L5,Stony,Found,14062
Lewis Cliff 88312,32.1,1988,-84.2752,161.4031,H6,Stony,Found,14063
Lewis Cliff 88313,32.0,1988,-84.2771,161.4052,H4,Stony,Found,14064
Lewis Cliff 88314,20.0,1988,-84.2726,161.4044,H5,Stony,Found,14065
Lewis Cliff 88315,25.1,1988,-84.2952,161.3213,H3.5,Stony,Found,14066
Lewis Cliff 88316,38.2,1988,-84.2762,161.4015,L5,Stony,Found,14067
Lewis Cliff 88317,34.1,1988,-84.2819,161.3392,L6,Stony,Found,14068
Lewis Cliff 88318,23.2,1988,-84.2662,161.4149,H6,Stony,Found,14069
Lewis Cliff 88319,30.3,1988,-84.2895,161.3289,H5,Stony,Found,14070
Lewis Cliff 88320,105.2,1988,-84.2668,161.3574,H5,Stony,Found,14071
Lewis Cliff 88321,70.3,1988,-84.2372,161.4601,H6,Stony,Found,14072
Lewis Cliff 88322,32.8,1988,-84.2395,161.4114,H5,Stony,Found,14073
Lewis Cliff 88323,53.0,1988,-84.2827,161.3416,H5,Stony,Found,14074
Lewis Cliff 88324,48.2,1988,-84.2361,161.4729,L6,Stony,Found,14075
Lewis Cliff 88325,41.6,1988,-84.2412,161.4901,H5,Stony,Found,14076
Lewis Cliff 88326,47.0,1988,-84.2348,161.4498,L6,Stony,Found,14077
Lewis Cliff 88327,48.5,1988,-84.241,161.4916,H6,Stony,Found,14078
Lewis Cliff 88328,43.1,1988,-84.2827,161.3628,L3.7,Stony,Found,14079
Lewis Cliff 88329,34.1,1988,-84.2389,161.506,H5,Stony,Found,14080
Lewis Cliff 88330,30.0,1988,-84.2362,161.4552,L6,Stony,Found,14081
Lewis Cliff 88331,29.5,1988,-84.2728,161.4033,L6,Stony,Found,14082
Lewis Cliff 88332,23.9,1988,-84.273,161.4049,H5,Stony,Found,14083
Lewis Cliff 88333,40.5,1988,-84.2853,161.3259,H5,Stony,Found,14084
Lewis Cliff 88334,40.4,1988,-84.2366,161.4481,H5,Stony,Found,14085
Lewis Cliff 88335,19.0,1988,-84.2909,161.331,H5,Stony,Found,14086
Lewis Cliff 88336,29.8,1988,-84.2386,161.4252,LL3.5,Stony,Found,14087
Lewis Cliff 88337,25.6,1988,-84.2722,161.4022,H5,Stony,Found,14088
Lewis Cliff 88338,9.1,1988,-84.2833,161.0833,L6,Stony,Found,14089
Lewis Cliff 88339,26.7,1988,-84.2515,161.3846,H5,Stony,Found,14090
Lewis Cliff 88340,24.5,1988,-84.2352,161.4463,H6,Stony,Found,14091
Lewis Cliff 88341,22.7,1988,-84.2698,161.4041,H5,Stony,Found,14092
